track_name,album_name,artist_name,ms_played
Overseas,It Is What It Is,Thundercat,88453
Fair Chance,It Is What It Is,Thundercat,237699
Canned Heat,Synkronized,Jamiroquai,331760
I Heard You’re Married (feat. Lil Wayne),Dawn FM,The Weeknd,263641
Sunshine (feat. Fousheé),Gemini Rights,Steve Lacy,563967
Wide Awake,Teenage Dream: The Complete Confection,Katy Perry,220946
Vicious Sensitive Robot,Submarine,The Marías,127025
Useless,Apolonio,Omar Apollo,183693
Division,Division,Jenevieve,157949
Ungodly Hour,Ungodly Hour,Chloe x Halle,11935
Division,Division,Jenevieve,171826
Ungodly Hour,Ungodly Hour,Chloe x Halle,218996
Days,Bird's Eye,Ravyn Lenae,243240
Dream Girl,Bird's Eye,Ravyn Lenae,83820
Dream Girl,Bird's Eye,Ravyn Lenae,135097
Love Me Not,Bird's Eye,Ravyn Lenae,213466
1 of 1,Bird's Eye,Ravyn Lenae,165007
Computer Luv (feat. Steve Lacy),Crush EP,Ravyn Lenae,162062
Xtasy (Remix) [feat. Doechii],Xtasy (Remix) [feat. Doechii],Ravyn Lenae,270497
Thirsty,Quantum Baby,Tinashe,220288
No Simulation,Quantum Baby,Tinashe,108923
Needs,BB/ANG3L,Tinashe,146791
Bouncin',333,Tinashe,175092
When He's Not There (feat. Lucky Daye),While We Wait 2,Kehlani,268401
Clothes Off (feat. kwn),While We Wait 2,Kehlani,229736
Slow Dance (feat. DIXSON),While We Wait 2,Kehlani,341004
Clothes Off (feat. kwn),While We Wait 2,Kehlani,229736
Dive,JAGUAR,Victoria Monét,225773
Know Better (feat. Lil' Mo & Vince Staples),While We Wait 2,Kehlani,202850
S.I.N.G.L.E.,While We Wait 2,Kehlani,236303
Ballin',While We Wait 2,Kehlani,179992
First Life,While We Wait 2,Kehlani,254146
Acid Drip,LIVE.LOVE.A$AP,A$AP Rocky,123426
Xtasy (Remix) [feat. Doechii],Xtasy (Remix) [feat. Doechii],Ravyn Lenae,3528
IHY2LN,IHY2LN + Marinate,Zack Fox,190099
Apple,BRAT,Charli xcx,151739
Rush (feat. PinkPantheress & Hyunjin of Stray Kids),Rush (feat. PinkPantheress & Hyunjin of Stray Kids),Troye Sivan,172151
dummy,dummy,Zack Fox,88615
Taste (feat. VanJess),BUBBA,KAYTRANADA,217320
2 The Music (feat. Iman Omari),BUBBA,KAYTRANADA,235280
Dance Dance Dance Dance,TIMELESS,KAYTRANADA,102873
Stepped On,TIMELESS,KAYTRANADA,181105
Witchy (feat. Childish Gambino),TIMELESS,KAYTRANADA,227000
The Recipe,Renaissance,Aluna,202012
This Is America,This Is America,Childish Gambino,225773
The Palisades,Kauai,Childish Gambino,190906
Baby Boy,"""Awaken, My Love!""",Childish Gambino,382093
I'M THAT GIRL,RENAISSANCE,Beyoncé,208014
Blow,BEYONCÉ [Platinum Edition],Beyoncé,309720
ALREADY,The Lion King: The Gift,Beyoncé,222529
Mine (feat. Drake),BEYONCÉ [Platinum Edition],Beyoncé,319774
FIND YOUR WAY BACK,The Lion King: The Gift,Beyoncé,162353
RIIVERDANCE,COWBOY CARTER,Beyoncé,251986
II HANDS II HEAVEN,COWBOY CARTER,Beyoncé,334220
II HANDS II HEAVEN,COWBOY CARTER,Beyoncé,17356
DESERT EAGLE,COWBOY CARTER,Beyoncé,72448
SWEET ★ HONEY ★ BUCKIIN',COWBOY CARTER,Beyoncé,296185
BODYGUARD,COWBOY CARTER,Beyoncé,240254
Guess featuring Billie Eilish,Guess featuring Billie Eilish,Charli xcx,143330
more than i should (feat. jessie reyez),blue water road,Kehlani,4967
Von dutch,BRAT,Charli xcx,164284
Talk talk featuring troye sivan,Talk talk featuring troye sivan,Charli xcx,173076
Time (is),When I Get Home,Solange,219960
BLACKBIIRD,COWBOY CARTER,Beyoncé,131949
Blind,SOS,SZA,150720
why dont we go,why dont we go,UMI,166508
day to day,CROSSOVER (Deluxe),Dua Saleh,177483
Moment,JAGUAR,Victoria Monét,179413
Middle of Nowhere,Remember Me? EP from Mp,Macabre Plaza,61370
Hard to Let Go,Hard to Let Go,Men I Trust,247615
Ante Meridiem,Untourable Album,Men I Trust,87700
Talk talk featuring troye sivan,Talk talk featuring troye sivan,Charli xcx,5916
When He's Not There (feat. Lucky Daye),While We Wait 2,Kehlani,268401
Survive (feat. Chlöe),Bando Stone and The New World,Childish Gambino,247125
Clothes Off (feat. kwn),While We Wait 2,Kehlani,229736
Know Better (feat. Lil' Mo & Vince Staples),While We Wait 2,Kehlani,202850
Ballin',While We Wait 2,Kehlani,179992
Clothes Off (feat. kwn),While We Wait 2,Kehlani,229736
IHY2LN,IHY2LN + Marinate,Zack Fox,190099
The Night Song,Crush EP,Ravyn Lenae,219435
No Broke Boys,Quantum Baby,Tinashe,132773
Bad Idea,Bird's Eye,Ravyn Lenae,134786
IHY2LN,IHY2LN + Marinate,Zack Fox,190099
dummy,dummy,Zack Fox,4446
Apple,BRAT,Charli xcx,151739
The Big Big Beat,Slay-Z,Azealia Banks,215599
HOT TO GO!,The Rise and Fall of a Midwest Princess,Chappell Roan,184841
Pink Pony Club,The Rise and Fall of a Midwest Princess,Chappell Roan,258034
The Night Song,Crush EP,Ravyn Lenae,219435
No Broke Boys,Quantum Baby,Tinashe,132773
When I Get You Alone,Quantum Baby,Tinashe,200241
Cross That Line,Quantum Baby,Tinashe,168366
Thirsty,Quantum Baby,Tinashe,220288
Getting No Sleep,Quantum Baby,Tinashe,192000
No Simulation,Quantum Baby,Tinashe,108923
O.N.E.,L.W.,King Gizzard & The Lizard Wizard,2928
When He's Not There (feat. Lucky Daye),While We Wait 2,Kehlani,268401
Clothes Off (feat. kwn),While We Wait 2,Kehlani,229736
Ballin',While We Wait 2,Kehlani,179992
Form of You (feat. DESTIN CONRAD & CHILDOFNINES),While We Wait 2,Kehlani,185761
First Life,While We Wait 2,Kehlani,254146
Border,While We Wait 2,Kehlani,194117
Clothes Off (feat. kwn),While We Wait 2,Kehlani,229736
Survive (feat. Chlöe),Bando Stone and The New World,Childish Gambino,2507
IHY2LN,IHY2LN + Marinate,Zack Fox,190099
Thirsty,Quantum Baby,Tinashe,219897
dummy,dummy,Zack Fox,3544
No Simulation,Quantum Baby,Tinashe,108923
O.N.E.,L.W.,King Gizzard & The Lizard Wizard,5860
Getting No Sleep,Quantum Baby,Tinashe,64992
Getting No Sleep,Quantum Baby,Tinashe,127002
No Simulation,Quantum Baby,Tinashe,108923
O.N.E.,L.W.,King Gizzard & The Lizard Wizard,88102
Add Up My Love,Charm,Clairo,74489
Juna,Charm,Clairo,195109
Add Up My Love,Charm,Clairo,205263
Thank You,Charm,Clairo,205069
Lucky,Where the Butterflies Go in the Rain,Raveena,250067
Young Rich & In Love - KAYTRANADA Remix,ORQUÍDEAS PARTE 2 - Deluxe,Kali Uchis,232804
Hamptons,Submarine,The Marías,182477
Hamptons,Submarine,The Marías,5914
Days,Bird's Eye,Ravyn Lenae,243240
1 of 1,Bird's Eye,Ravyn Lenae,165007
Pink Pony Club,The Rise and Fall of a Midwest Princess,Chappell Roan,258034
Love Me Not,Bird's Eye,Ravyn Lenae,213466
Love Is Blind,Bird's Eye,Ravyn Lenae,2446
Dream Girl,Bird's Eye,Ravyn Lenae,219051
Genius,Bird's Eye,Ravyn Lenae,155563
Witchy (feat. Childish Gambino),TIMELESS,KAYTRANADA,227000
Wavy (Interlude) (feat. James Fauntleroy),Ctrl,SZA,75800
Percolator,Ctrl (Deluxe),SZA,84000
Hit Different,Hit Different,SZA,202007
Love Galore (feat. Travis Scott),Ctrl,SZA,151066
Love Galore (feat. Travis Scott),Ctrl,SZA,275080
Black Magic Woman,Ultimate Santana,Santana,183544
Black Magic Woman,Ultimate Santana,Santana,195866
Quicksand,"Insecure: Music from the HBO Original Series, Season 2",SZA,242200
When He's Not There (feat. Lucky Daye),While We Wait 2,Kehlani,268401
Clothes Off (feat. kwn),While We Wait 2,Kehlani,229736
IHY2LN,IHY2LN + Marinate,Zack Fox,190099
The Night Song,Crush EP,Ravyn Lenae,219435
Getting No Sleep,Quantum Baby,Tinashe,192000
No Broke Boys,Quantum Baby,Tinashe,132773
Cross That Line,Quantum Baby,Tinashe,9878
Thirsty,Quantum Baby,Tinashe,3041
Thirsty,Quantum Baby,Tinashe,217208
No Simulation,Quantum Baby,Tinashe,108923
HOT TO GO!,The Rise and Fall of a Midwest Princess,Chappell Roan,184841
Right Side of My Neck,Atlanta Millionaires Club,Faye Webster,153320
Can You Blame Me (feat. Lucky Daye),It Was Good Until It Wasn't,Kehlani,183019
Losing You,Losing You,Solange,251102
Losing You,Losing You,Solange,9307
Natural,Shelly,Shelly,163764
151 Rum,DiCaprio 2,JID,2557
Stormy Weather,Songs For You,Tinashe,136440
Stormy Weather,Songs For You,Tinashe,53358
Da Funk,Homework,Daft Punk,7417
Off the Wall,Off the Wall,Michael Jackson,246000
Wanna Be Startin' Somethin' - Single Version,The Essential Michael Jackson,Michael Jackson,257426
In the Closet,Dangerous,Michael Jackson,390573
Dirty Diana - 2012 Remaster,Bad 25th Anniversary,Michael Jackson,280760
Bad - 2012 Remaster,Bad 25th Anniversary,Michael Jackson,247360
Chicago,XSCAPE,Michael Jackson,245506
Liberian Girl - 2012 Remastered Version,Bad 25th Anniversary,Michael Jackson,48259
Dangerous,Dangerous,Michael Jackson,417733
Money,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",Michael Jackson,281800
Why You Wanna Trip on Me,Dangerous,Michael Jackson,323293
P.Y.T. (Pretty Young Thing),Thriller,Michael Jackson,239026
Shake Your Body (Down to the Ground) - Single Edit,The Essential Michael Jackson,The Jacksons,224893
Man in the Mirror - 2012 Remaster,Bad 25th Anniversary,Michael Jackson,14440
Speed Demon - 2012 Remaster,Bad 25th Anniversary,Michael Jackson,242026
Remember the Time,Dangerous,Michael Jackson,239226
Don't Stop 'Til You Get Enough,Off the Wall,Michael Jackson,365466
Human Nature,Thriller,Michael Jackson,246040
Rock with You - Single Version,Off the Wall,Michael Jackson,220626
Just Good Friends - 2012 Remaster,Bad,Michael Jackson,246133
Another Part of Me - 2012 Remaster,Bad 25th Anniversary,Michael Jackson,234720
Leave Me Alone - 2012 Remaster,Bad,Michael Jackson,280360
The Way You Make Me Feel - 2012 Remaster,Bad 25th Anniversary,Michael Jackson,298120
Streetwalker,Bad 25th Anniversary,Michael Jackson,353720
Thriller,Thriller,Michael Jackson,14174
Black or White,Dangerous,Michael Jackson,205024
Can't Let Her Get Away,Dangerous,Michael Jackson,298400
They Don't Care About Us,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",Michael Jackson,284160
Smooth Criminal - 2012 Remaster,Bad 25th Anniversary,Michael Jackson,6260
The Girl Is Mine (with Paul McCartney),Thriller,Michael Jackson,222332
Leave Me Alone - 2012 Remaster,Bad 25th Anniversary,Michael Jackson,10548
Who Is It,Dangerous,Michael Jackson,393306
I Just Can't Stop Loving You (feat. Siedah Garrett) - 2012 Remaster,Bad 25th Anniversary,Michael Jackson,251760
Blood on the Dance Floor,BLOOD ON THE DANCE FLOOR/ HIStory In The Mix,Michael Jackson,253000
Jam,Dangerous,Michael Jackson,338173
Clothes Off (feat. kwn),While We Wait 2,Kehlani,229736
1st Position,Cloud 19,Kehlani,190610
Feels,While We Wait,Kehlani,181140
Open (Passionate),It Was Good Until It Wasn't,Kehlani,245674
Tears (feat. Omah Lay),CRASH,Kehlani,213064
Coming Down,House Of Balloons - Original,The Weeknd,295435
Cliffs of Dover,Guitar Hits,Tamás Szekeres,250133
Ps & Qs,Lil Uzi Vert vs. The World,Lil Uzi Vert,221538
Go Crazy,Slime & B,Chris Brown,176960
ALL UP IN YOUR MIND,RENAISSANCE,Beyoncé,169819
Dreams,Dreams,Joshy Soul,234960
Distraction,SweetSexySavage,Kehlani,63431
Clothes Off (feat. kwn),While We Wait 2,Kehlani,229736
When He's Not There (feat. Lucky Daye),While We Wait 2,Kehlani,262743
Clothes Off (feat. kwn),While We Wait 2,Kehlani,229736
Apple,BRAT,Charli xcx,151739
When He's Not There (feat. Lucky Daye),While We Wait 2,Kehlani,268401
When He's Not There (feat. Lucky Daye),While We Wait 2,Kehlani,14237
HOT TO GO!,The Rise and Fall of a Midwest Princess,Chappell Roan,184841
Snap My Finger (feat. PinkPantheress),TIMELESS,KAYTRANADA,201371
Dance Dance Dance Dance,TIMELESS,KAYTRANADA,102873
OUTTA MY MIND,OUTTA MY MIND,Monsune,2249
Wavy (Interlude) (feat. James Fauntleroy),Ctrl,SZA,75800
Never Lose Me (feat. SZA & Cardi B),"Fine Ho, Stay",Flo Milli,165754
No Love (with SZA),Still Over It,Summer Walker,20707
Love Me Not,Bird's Eye,Ravyn Lenae,213466
Days,Bird's Eye,Ravyn Lenae,243240
Dream Girl,Bird's Eye,Ravyn Lenae,219051
Midnight Charm,Division,Jenevieve,177666
No Sympathy,Division,Jenevieve,187413
Nxwhere,Division,Jenevieve,246312
Mellow Eyes,Division,Jenevieve,183146
Résumé,Division,Jenevieve,180357
Baby Powder,Division,Jenevieve,176760
UNBOUND,UNBOUND,MICHELLE,161891
Love Is Blind,Bird's Eye,Ravyn Lenae,231613
Hard to Let Go,Hard to Let Go,Men I Trust,20059
Ring of Past,Ring of Past,Men I Trust,201523
Right Side of My Neck,Atlanta Millionaires Club,Faye Webster,153320
Steeeam,Shelly,Shelly,170892
Natural,Shelly,Shelly,163764
BIRDS OF A FEATHER,HIT ME HARD AND SOFT,Billie Eilish,210373
A Bird's Last Look,Out With the Old in With the Taboo,Macabre Plaza,69565
Middle of Nowhere,Remember Me? EP from Mp,Macabre Plaza,61370
Lovefool,Amo XO,No Vacation,130961
People Everywhere (Still Alive),The Universe Smiles Upon You,Khruangbin,159013
Mariella,Texas Moon,Khruangbin,310553
White Gloves,The Universe Smiles Upon You,Khruangbin,15790
//aguardiente y limón %ᵕ‿‿ᵕ%,Sin Miedo (del Amor y Otros Demonios) ∞,Kali Uchis,161539
Sugar,Untourable Album,Men I Trust,176315
Tree Among Shrubs,Untourable Album,Men I Trust,188301
Always Lone,Untourable Album,Men I Trust,194011
Ante Meridiem,Untourable Album,Men I Trust,146086
Sorbitol,Untourable Album,Men I Trust,178547
Lifelong Song,Untourable Album,Men I Trust,43067
Candy,Bird's Eye,Ravyn Lenae,18200
Lifelong Song,Untourable Album,Men I Trust,140090
Lucky,Where the Butterflies Go in the Rain,Raveena,226306
Only in My Dreams,"Superclean, Vol. I",The Marías,170893
Care For You,Care For You,The Marías,156026
Over the Moon,"Superclean, Vol. II",The Marías,182900
BIRDS OF A FEATHER,HIT ME HARD AND SOFT,Billie Eilish,210373
day to day,CROSSOVER (Deluxe),Dua Saleh,177483
Steeeam,Shelly,Shelly,170892
Ring of Past,Ring of Past,Men I Trust,201523
A Fan's Mail (Tron Song Suite II),Drunk,Thundercat,158938
Sorbitol,Untourable Album,Men I Trust,178547
Only If,Apollo XXI,Steve Lacy,100562
Hold On,Hive Mind,The Internet,406466
Seven,Seven,Men I Trust,225394
Vicious Sensitive Robot,Submarine,The Marías,194160
Sometimes,Magic 8ball,Mac Ayres,127236
A Wolf Who Wears Sheeps Clothes,This Old Dog,Mac DeMarco,169066
ABQ,"Superclean, Vol. II",The Marías,311035
Drip,Drip,The Marías,195754
Serenade of Water,Untourable Album,Men I Trust,185660
The Girl Is Mine (with Paul McCartney),Thriller,Michael Jackson,222333
Sunshine (feat. Fousheé),Gemini Rights,Steve Lacy,293426
White Gloves,The Universe Smiles Upon You,Khruangbin,218306
BLACKBIIRD,COWBOY CARTER,Beyoncé,131949
Right Side of My Neck,Atlanta Millionaires Club,Faye Webster,153320
I Can See,Circles,Mac Miller,220853
A Bird's Last Look,Out With the Old in With the Taboo,Macabre Plaza,69565
Tú,Tú,maye,206611
Time (is),When I Get Home,Solange,219960
Tree Among Shrubs,Untourable Album,Men I Trust,188301
All I Really Want Is You,CINEMA,The Marías,191800
Sugar,Untourable Album,Men I Trust,176315
Heaven,Heaven,Clairo,6943
Clothes Off (feat. kwn),While We Wait 2,Kehlani,229736
Candy,Bird's Eye,Ravyn Lenae,186173
Days,Bird's Eye,Ravyn Lenae,243240
Dream Girl,Bird's Eye,Ravyn Lenae,219051
1 of 1,Bird's Eye,Ravyn Lenae,165007
When He's Not There (feat. Lucky Daye),While We Wait 2,Kehlani,268401
Survive (feat. Chlöe),Bando Stone and The New World,Childish Gambino,3731
Apple,BRAT,Charli xcx,151739
Thirsty,Quantum Baby,Tinashe,188464
Thirsty,Quantum Baby,Tinashe,31824
The Big Big Beat,Slay-Z,Azealia Banks,4733
The Big Big Beat,Slay-Z,Azealia Banks,1007
Apple,BRAT,Charli xcx,151012
Natural,Shelly,Shelly,163764
Turn It Off,Brand New Eyes,Paramore,259720
SWEET ★ HONEY ★ BUCKIIN',COWBOY CARTER,Beyoncé,296185
Captain Hook,Suga,Megan Thee Stallion,176749
Me Pongo Loca,ORQUÍDEAS,Kali Uchis,177815
Guess featuring Billie Eilish,Guess featuring Billie Eilish,Charli xcx,148591
IHY2LN,IHY2LN + Marinate,Zack Fox,190099
Rush (feat. PinkPantheress & Hyunjin of Stray Kids),Rush (feat. PinkPantheress & Hyunjin of Stray Kids),Troye Sivan,172151
dummy,dummy,Zack Fox,92852
Sound of Rain,When I Get Home,Solange,185960
Almeda,When I Get Home,Solange,236120
Time (is),When I Get Home,Solange,219960
Dreams,When I Get Home,Solange,148253
Binz,When I Get Home,Solange,111226
Stay Flo,When I Get Home,Solange,175706
Mad (feat. Lil Wayne),A Seat at the Table,Solange,235493
Don't Touch My Hair (feat. Sampha),A Seat at the Table,Solange,257546
Mad (feat. Lil Wayne),A Seat at the Table,Solange,7454
Don't You Wait,A Seat at the Table,Solange,245906
Cranes in the Sky,A Seat at the Table,Solange,250973
Losing You,Losing You,Solange,260399
Computer Luv (feat. Steve Lacy),Crush EP,Ravyn Lenae,162063
The Night Song,Crush EP,Ravyn Lenae,219435
Sticky,Sticky,Ravyn Lenae,196754
M.I.A.,HYPNOS,Ravyn Lenae,207906
Xtasy,HYPNOS,Ravyn Lenae,3117
Mercury (feat. Fousheé),HYPNOS,Ravyn Lenae,263146
Where I'm From (feat. Mereba),HYPNOS,Ravyn Lenae,224933
3D (feat. Smino),HYPNOS,Ravyn Lenae,189066
Genius,Bird's Eye,Ravyn Lenae,155563
One Wish (feat. Childish Gambino),Bird's Eye,Ravyn Lenae,1084
Pensamientos Intrusivos,ORQUÍDEAS,Kali Uchis,125860
Apple,BRAT,Charli xcx,151739
Igual Que Un Ángel (with Peso Pluma),ORQUÍDEAS,Kali Uchis,260370
Guess featuring Billie Eilish,Guess featuring Billie Eilish,Charli xcx,143330
Von dutch,BRAT,Charli xcx,164284
Clothes Off (feat. kwn),While We Wait 2,Kehlani,229736
No Simulation,Quantum Baby,Tinashe,108923
The Big Big Beat,Slay-Z,Azealia Banks,215599
The Night Song,Crush EP,Ravyn Lenae,62333
Days,Bird's Eye,Ravyn Lenae,243240
Dream Girl,Bird's Eye,Ravyn Lenae,219051
Where I'm From (feat. Mereba),HYPNOS,Ravyn Lenae,224933
Dreams,When I Get Home,Solange,186517
Sunshine (feat. Fousheé),Gemini Rights,Steve Lacy,292071
Rock The Boat,Aaliyah,Aaliyah,508
Rock The Boat,Aaliyah,Aaliyah,274232
F.U.C.K.,F.U.C.K.,Victoria Monét,205373
Apple,BRAT,Charli xcx,150013
Money,Good For You,Aminé,285
Lucky,Where the Butterflies Go in the Rain,Raveena,435192
Young Rich & In Love - KAYTRANADA Remix,ORQUÍDEAS PARTE 2 - Deluxe,Kali Uchis,232804
Days,Bird's Eye,Ravyn Lenae,43176
Days,Bird's Eye,Ravyn Lenae,243240
1 of 1,Bird's Eye,Ravyn Lenae,165007
Love Me Not,Bird's Eye,Ravyn Lenae,101561
Liquorice,1991 - EP,Azealia Banks,41870
1991,1991 - EP,Azealia Banks,19290
Guess featuring Billie Eilish,Guess featuring Billie Eilish,Charli xcx,143330
Apple,BRAT,Charli xcx,151739
Rush (feat. PinkPantheress & Hyunjin of Stray Kids),Rush (feat. PinkPantheress & Hyunjin of Stray Kids),Troye Sivan,172151
First Life,While We Wait 2,Kehlani,23580
CUFF IT,RENAISSANCE,Beyoncé,1205
I'M THAT GIRL,RENAISSANCE,Beyoncé,207402
HEATED,RENAISSANCE,Beyoncé,260770
PURE/HONEY,RENAISSANCE,Beyoncé,246802
Apple,BRAT,Charli xcx,151739
Big Ole Freak,Tina Snow,Megan Thee Stallion,214850
Persuasive (with SZA),Persuasive (with SZA),Doechii,210346
Taste (feat. VanJess),BUBBA,KAYTRANADA,181521
Taste (feat. VanJess),BUBBA,KAYTRANADA,217785
Do It,Ungodly Hour,Chloe x Halle,176786
Blow,BEYONCÉ [Platinum Edition],Beyoncé,309720
Party (feat. André 3000),4,Beyoncé,245480
Rush,Something To Give Each Other,Troye Sivan,156391
2 On (feat. ScHoolboy Q),Aquarius,Tinashe,227000
No Broke Boys,Quantum Baby,Tinashe,132773
Needs,BB/ANG3L,Tinashe,146791
Sex With Me,ANTI,Rihanna,206400
Funny Thing,It Is What It Is,Thundercat,78896
Funny Thing,It Is What It Is,Thundercat,37986
Addiction,Hot Pink,Doja Cat,208480
Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),Doja Cat,208866
Rush (feat. PinkPantheress & Hyunjin of Stray Kids),Rush (feat. PinkPantheress & Hyunjin of Stray Kids),Troye Sivan,172151
Flawless Remix (feat. Nicki Minaj),BEYONCÉ [Platinum Edition],Beyoncé,234413
The Big Big Beat,Slay-Z,Azealia Banks,215599
MOVE (feat. Grace Jones & Tems),RENAISSANCE,Beyoncé,203383
THIQUE,RENAISSANCE,Beyoncé,207785
Guess featuring Billie Eilish,Guess featuring Billie Eilish,Charli xcx,143330
Apple,BRAT,Charli xcx,151738
Von dutch,BRAT,Charli xcx,164284
First Life,While We Wait 2,Kehlani,1184
360,BRAT,Charli xcx,133805
Club classics,BRAT,Charli xcx,153526
Sympathy is a knife,BRAT,Charli xcx,151125
I might say something stupid,BRAT,Charli xcx,109202
Talk talk,BRAT,Charli xcx,56429
Talk talk,BRAT,Charli xcx,105277
Von dutch,BRAT,Charli xcx,164284
Everything is romantic,BRAT,Charli xcx,184928
Rewind,BRAT,Charli xcx,168443
So I,BRAT,Charli xcx,211352
"Girl, so confusing",BRAT,Charli xcx,174507
Apple,BRAT,Charli xcx,151739
B2b,BRAT,Charli xcx,178579
Mean girls,BRAT,Charli xcx,189410
I think about it all the time,BRAT,Charli xcx,20690
365,BRAT,Charli xcx,203618
Guess featuring Billie Eilish,Guess featuring Billie Eilish,Charli xcx,143330
Talk talk featuring troye sivan,Talk talk featuring troye sivan,Charli xcx,173076
Guess featuring Billie Eilish,Guess featuring Billie Eilish,Charli xcx,143330
Apple,BRAT,Charli xcx,156967
Rush (feat. PinkPantheress & Hyunjin of Stray Kids),Rush (feat. PinkPantheress & Hyunjin of Stray Kids),Troye Sivan,172151
Guess featuring Billie Eilish,Guess featuring Billie Eilish,Charli xcx,143330
Talk talk,BRAT,Charli xcx,161757
Talk talk featuring troye sivan,Talk talk featuring troye sivan,Charli xcx,173076
First Life,While We Wait 2,Kehlani,30129
360,BRAT,Charli xcx,133805
365,BRAT,Charli xcx,203618
"Girl, so confusing",BRAT,Charli xcx,174507
B2b,BRAT,Charli xcx,178579
"Girl, so confusing featuring lorde","Girl, so confusing featuring lorde",Charli xcx,63945
Apple,BRAT,Charli xcx,151739
The Big Big Beat,Slay-Z,Azealia Banks,6212
Back On 74,Volcano,Jungle,166022
Casio,For Ever,Jungle,234369
I've Been In Love,Volcano,Jungle,49458
I've Been In Love,Volcano,Jungle,119931
Guess featuring Billie Eilish,Guess featuring Billie Eilish,Charli xcx,143330
Clothes Off (feat. kwn),While We Wait 2,Kehlani,229736
Apple,BRAT,Charli xcx,151451
Let's Go Back,Let's Go Back,Jungle,1328
Orb,Mahal,Glass Beams,237656
Survive (feat. Chlöe),Bando Stone and The New World,Childish Gambino,1044
Rush (feat. PinkPantheress & Hyunjin of Stray Kids),Rush (feat. PinkPantheress & Hyunjin of Stray Kids),Troye Sivan,172151
Sex Talk,Fever,Megan Thee Stallion,131209
Thirsty,Quantum Baby,Tinashe,220288
Time Undone,Time Undone,Kalu & The Electric Joint,181053
Apple,BRAT,Charli xcx,151739
The Big Big Beat,Slay-Z,Azealia Banks,215599
The Night Song,Crush EP,Ravyn Lenae,205000
Guess featuring Billie Eilish,Guess featuring Billie Eilish,Charli xcx,143330
First Life,While We Wait 2,Kehlani,8631
dummy,dummy,Zack Fox,557
IHY2LN,IHY2LN + Marinate,Zack Fox,121626
IHY2LN,IHY2LN + Marinate,Zack Fox,190099
Casio,For Ever,Jungle,68790
I've Been In Love,Volcano,Jungle,169472
Casio,For Ever,Jungle,2643
360,BRAT,Charli xcx,133805
Club classics,BRAT,Charli xcx,153526
Club classics,BRAT,Charli xcx,2927
Sympathy is a knife,BRAT,Charli xcx,3575
HOT TO GO!,The Rise and Fall of a Midwest Princess,Chappell Roan,174312
Almeda,When I Get Home,Solange,236120
Mad (feat. Lil Wayne),A Seat at the Table,Solange,115881
Mad (feat. Lil Wayne),A Seat at the Table,Solange,119622
Losing You,Losing You,Solange,260399
"Girl, so confusing featuring lorde","Girl, so confusing featuring lorde",Charli xcx,205938
Club classics,BRAT,Charli xcx,153526
Talk talk,BRAT,Charli xcx,161757
Talk talk featuring troye sivan,Talk talk featuring troye sivan,Charli xcx,173076
Red Nose,Remember Me,Sage The Gemini,4911
I'M THAT GIRL,RENAISSANCE,Beyoncé,208014
CHURCH GIRL,RENAISSANCE,Beyoncé,224472
MOVE (feat. Grace Jones & Tems),RENAISSANCE,Beyoncé,181399
MOVE (feat. Grace Jones & Tems),RENAISSANCE,Beyoncé,32249
THIQUE,RENAISSANCE,Beyoncé,171029
THIQUE,RENAISSANCE,Beyoncé,73762
ALL UP IN YOUR MIND,RENAISSANCE,Beyoncé,169819
HEATED,RENAISSANCE,Beyoncé,260770
Flawless Remix (feat. Nicki Minaj),BEYONCÉ [Platinum Edition],Beyoncé,234413
SUMMER RENAISSANCE,RENAISSANCE,Beyoncé,273997
Drunk in Love (feat. Jay-Z),BEYONCÉ [Platinum Edition],Beyoncé,68701
Drunk in Love (feat. Jay-Z),BEYONCÉ [Platinum Edition],Beyoncé,43073
Guess featuring billie eilish,Guess featuring Billie Eilish,Charli xcx,143330
NICE,EVERYTHING IS LOVE,The Carters,233680
DON'T JEALOUS ME,The Lion King: The Gift,Tekno,155990
BEST INTEREST,BEST INTEREST,"Tyler, The Creator",127921
IFHY (feat. Pharrell),Wolf,"Tyler, The Creator",45817
Where This Flower Blooms (feat. Frank Ocean),Flower Boy,"Tyler, The Creator",159544
Sound of Rain,When I Get Home,Solange,185960
Almeda,When I Get Home,Solange,236120
Stay Flo,When I Get Home,Solange,64931
Stay Flo,When I Get Home,Solange,179328
3 Boys,3 Boys,Omar Apollo,4141
Wavy (Interlude) (feat. James Fauntleroy),Ctrl,SZA,71401
Pink Matter,channel ORANGE,Frank Ocean,603
The Morning,House Of Balloons - Original,The Weeknd,626
Pretty Little Birds (feat. Isaiah Rashad),Ctrl,SZA,371
Ring (feat. Kehlani),Invasion of Privacy,Cardi B,719
LOVE. FEAT. ZACARI.,DAMN.,Kendrick Lamar,696
Pretty Little Birds (feat. Isaiah Rashad),Ctrl,SZA,1509
Ring (feat. Kehlani),Invasion of Privacy,Cardi B,4295
The Morning,House Of Balloons - Original,The Weeknd,6849
Club classics,BRAT,Charli xcx,153526
Guess featuring billie eilish,Guess featuring Billie Eilish,Charli xcx,143330
Apple,BRAT,Charli xcx,151739
Talk talk,BRAT,Charli xcx,161757
360,BRAT,Charli xcx,131287
365,BRAT,Charli xcx,203593
